iter	Logloss
0	0.5593858757
1	0.4230291593
2	0.3655560281
3	0.321498463
4	0.2924259958
5	0.2683007526
6	0.2481368543
7	0.2343016826
8	0.2162006881
9	0.2062949479
10	0.1965324536
11	0.1853471528
12	0.1790596342
13	0.1739954263
14	0.1689848673
15	0.1663727434
16	0.1629502297
17	0.159420261
18	0.1565688037
19	0.1540932509
20	0.1496757749
21	0.1473778788
22	0.1446102818
23	0.1431739306
24	0.1401597105
25	0.1389672027
26	0.1368895345
27	0.1345503509
28	0.1329089104
29	0.1316446322
30	0.1304695226
31	0.1292109762
32	0.1279808777
33	0.1272910888
34	0.1258512021
35	0.124284259
36	0.1235557387
37	0.1229066177
38	0.1219747039
39	0.1206407183
40	0.1200978612
41	0.1196336555
42	0.1188907754
43	0.1180019673
44	0.1174699145
45	0.1162786359
46	0.1157840258
47	0.1153774501
48	0.1146010499
49	0.1139353179
50	0.1133274875
51	0.1113030432
52	0.1107755151
53	0.1101570938
54	0.1094795768
55	0.10910765
56	0.1084706222
57	0.1081761819
58	0.1069889384
59	0.1067752287
60	0.1062932583
61	0.1055415204
62	0.1051478706
63	0.1048963387
64	0.1044092529
65	0.1041848409
66	0.1038903179
67	0.1033882252
68	0.1026926341
69	0.102059095
70	0.1017176606
71	0.1014234848
72	0.101210194
73	0.1008589599
74	0.1005817807
75	0.10044264
76	0.1002121835
77	0.0999253048
78	0.09970634206
79	0.09945154397
80	0.09913444878
81	0.09894413658
82	0.09869203376
83	0.09845725044
84	0.09813301858
85	0.09785011624
86	0.09758712034
87	0.09733261475
88	0.09704156687
89	0.09675756214
90	0.0964539714
91	0.09620936312
92	0.09590236725
93	0.09559753931
94	0.09547251646
95	0.09515414479
96	0.0948729629
97	0.09435046323
98	0.09395005506
99	0.09379745474
100	0.09371561137
101	0.09358371699
102	0.09340149691
103	0.0931744306
104	0.0930889786
105	0.09283591326
106	0.09272967232
107	0.09257805236
108	0.09227374535
109	0.09220503464
110	0.09212400088
111	0.09176637484
112	0.09156852052
113	0.09135375085
114	0.09103079935
115	0.09092615657
116	0.09062073198
117	0.09043245748
118	0.09022376866
119	0.09004140863
120	0.08996601986
121	0.08983745277
122	0.08954259873
123	0.08933791223
124	0.08928673738
125	0.08909700907
126	0.08900461098
127	0.08893572376
128	0.08880873183
129	0.08868732691
130	0.08850845275
131	0.08837617369
132	0.08828953258
133	0.08820348525
134	0.0880438356
135	0.08793827635
136	0.087846177
137	0.08775688661
138	0.087630842
139	0.08745462414
140	0.08738114806
141	0.08718487471
142	0.08684114801
143	0.08658615763
144	0.08635603009
145	0.0863004758
146	0.08621526884
147	0.08597413648
148	0.08587514885
149	0.08580066871
150	0.08571368879
151	0.08559500071
152	0.08549688448
153	0.08532758947
154	0.08523041264
155	0.08508896028
156	0.08485965127
157	0.08468510946
158	0.08456112541
159	0.08447107913
160	0.08440401782
161	0.08430730941
162	0.08424194973
163	0.08415043041
164	0.08405697269
165	0.08397505581
166	0.08385081856
167	0.08372418947
168	0.08357965178
169	0.08342057857
170	0.08334310356
171	0.08325924393
172	0.08318585503
173	0.08306409518
174	0.08296165813
175	0.08284627263
176	0.08279310034
177	0.08273237044
178	0.08267821559
179	0.08262664715
180	0.08254083946
181	0.08243830336
182	0.08237617493
183	0.08228396684
184	0.08206821719
185	0.08186515176
186	0.08177287086
187	0.08169789857
188	0.08162039635
189	0.08156395003
190	0.08151152316
191	0.08142828694
192	0.08133808639
193	0.08127487349
194	0.08117489609
195	0.08100491761
196	0.0809767624
197	0.08094238431
198	0.08078739234
199	0.08071312917
200	0.08062682036
201	0.08053655763
202	0.08043887268
203	0.08035878685
204	0.08029062891
205	0.08023430509
206	0.08009649345
207	0.07996013381
208	0.07988450559
209	0.07980520951
210	0.07969463535
211	0.07962959709
212	0.07953217251
213	0.07947020127
214	0.07937212616
215	0.07932392399
216	0.07915769448
217	0.07906810995
218	0.07889587285
219	0.07885799851
220	0.07880745808
221	0.07858255035
222	0.07854123337
223	0.07850177132
224	0.07837094734
225	0.07833279894
226	0.07828618473
227	0.07824308198
228	0.07815542044
229	0.07787544484
230	0.07778328512
231	0.07764990876
232	0.07748733802
233	0.07743057857
234	0.07734666984
235	0.07722808792
236	0.07716780315
237	0.07704040132
238	0.07697104056
239	0.07691164425
240	0.0768467272
241	0.07677149033
242	0.07669310106
243	0.07663719791
244	0.07657411284
245	0.07652880328
246	0.07646220212
247	0.07639007858
248	0.07631327122
249	0.07626255067
250	0.07621888439
251	0.07612490168
252	0.07610323544
253	0.07606967877
254	0.07601191853
255	0.07596897674
256	0.0759338224
257	0.07582006112
258	0.07576662508
259	0.07569606041
260	0.07561540111
261	0.07553302864
262	0.07544386625
263	0.07539366848
264	0.07535682563
265	0.07520293354
266	0.07511946497
267	0.07506971378
268	0.07499032331
269	0.07493033962
270	0.07489264847
271	0.07484477645
272	0.07482475704
273	0.07476983672
274	0.07471737416
275	0.07465902468
276	0.07460183764
277	0.07450798332
278	0.07445537978
279	0.07440063222
280	0.07434807401
281	0.07429264031
282	0.07423152303
283	0.07418415004
284	0.07408389854
285	0.07396440223
286	0.0739216475
287	0.07386289484
288	0.07379818292
289	0.07373328604
290	0.07369294238
291	0.07365104274
292	0.07360274983
293	0.07355668467
294	0.07348666454
295	0.07342000436
296	0.07334560055
297	0.07329437871
298	0.0732724869
299	0.07311096495
